----------------------------------------------------- 修改了损失函数和训练参数 -------------------------------------------------------------------
----------------------------------------------------- MLP + 2头 + 20% ---------------------------------------------------------------------------
Experiment 1 ---------- delete 20% 
Search Stage:
Epoch 00035 | Loss: 1.728 | train acc: 0.950 | val acc: 0.760 (best 0.000) | test acc: 0.771 (best 0.000) | Time(s) 0.1290
Epoch 00040 | Loss: 1.672 | train acc: 0.950 | val acc: 0.766 (best 0.000) | test acc: 0.773 (best 0.000) | Time(s) 0.1289
Epoch 00045 | Loss: 1.609 | train acc: 0.950 | val acc: 0.768 (best 0.000) | test acc: 0.776 (best 0.000) | Time(s) 0.1289
Epoch 00050 | Loss: 1.541 | train acc: 0.950 | val acc: 0.772 (best 0.000) | test acc: 0.776 (best 0.000) | Time(s) 0.1287
Epoch 00055 | Loss: 1.468 | train acc: 0.957 | val acc: 0.774 (best 0.000) | test acc: 0.777 (best 0.000) | Time(s) 0.1286
Epoch 00060 | Loss: 1.390 | train acc: 0.957 | val acc: 0.772 (best 0.000) | test acc: 0.782 (best 0.000) | Time(s) 0.1285
Epoch 00065 | Loss: 1.310 | train acc: 0.957 | val acc: 0.772 (best 0.000) | test acc: 0.786 (best 0.000) | Time(s) 0.1283
Epoch 00070 | Loss: 1.228 | train acc: 0.964 | val acc: 0.776 (best 0.000) | test acc: 0.788 (best 0.000) | Time(s) 0.1283
Epoch 00075 | Loss: 1.144 | train acc: 0.964 | val acc: 0.778 (best 0.000) | test acc: 0.792 (best 0.000) | Time(s) 0.1283
Epoch 00080 | Loss: 1.060 | train acc: 0.964 | val acc: 0.780 (best 0.000) | test acc: 0.790 (best 0.000) | Time(s) 0.1282
Epoch 00085 | Loss: 0.976 | train acc: 0.979 | val acc: 0.780 (best 0.000) | test acc: 0.789 (best 0.000) | Time(s) 0.1281
Epoch 00090 | Loss: 0.895 | train acc: 0.979 | val acc: 0.780 (best 0.000) | test acc: 0.787 (best 0.000) | Time(s) 0.1280
Epoch 00095 | Loss: 0.818 | train acc: 0.979 | val acc: 0.778 (best 0.000) | test acc: 0.783 (best 0.000) | Time(s) 0.1280
Epoch 00100 | Loss: 0.749 | train acc: 0.979 | val acc: 0.778 (best 0.000) | test acc: 0.782 (best 0.000) | Time(s) 0.1279
Epoch 00105 | Loss: 0.688 | train acc: 0.986 | val acc: 0.780 (best 0.000) | test acc: 0.780 (best 0.000) | Time(s) 0.1278
Epoch 00110 | Loss: 0.635 | train acc: 0.986 | val acc: 0.784 (best 0.000) | test acc: 0.776 (best 0.000) | Time(s) 0.1278
Epoch 00115 | Loss: 0.589 | train acc: 0.993 | val acc: 0.782 (best 0.000) | test acc: 0.777 (best 0.000) | Time(s) 0.1278
Epoch 00120 | Loss: 0.548 | train acc: 0.993 | val acc: 0.778 (best 0.000) | test acc: 0.775 (best 0.000) | Time(s) 0.1278
Epoch 00125 | Loss: 0.512 | train acc: 0.993 | val acc: 0.780 (best 0.000) | test acc: 0.771 (best 0.000) | Time(s) 0.1277
Epoch 00130 | Loss: 0.479 | train acc: 0.993 | val acc: 0.778 (best 0.000) | test acc: 0.771 (best 0.000) | Time(s) 0.1277
Epoch 00135 | Loss: 0.451 | train acc: 0.993 | val acc: 0.778 (best 0.000) | test acc: 0.771 (best 0.000) | Time(s) 0.1277
Epoch 00140 | Loss: 0.426 | train acc: 0.993 | val acc: 0.778 (best 0.000) | test acc: 0.770 (best 0.000) | Time(s) 0.1277
Epoch 00145 | Loss: 0.403 | train acc: 0.993 | val acc: 0.774 (best 0.000) | test acc: 0.768 (best 0.000) | Time(s) 0.1277
Epoch 00150 | Loss: 0.382 | train acc: 0.993 | val acc: 0.774 (best 0.000) | test acc: 0.771 (best 0.000) | Time(s) 0.1277
Epoch 00155 | Loss: 0.362 | train acc: 0.993 | val acc: 0.778 (best 0.000) | test acc: 0.772 (best 0.000) | Time(s) 0.1281
Epoch 00160 | Loss: 0.345 | train acc: 0.993 | val acc: 0.776 (best 0.000) | test acc: 0.769 (best 0.000) | Time(s) 0.1280
Epoch 00165 | Loss: 0.329 | train acc: 1.000 | val acc: 0.772 (best 0.000) | test acc: 0.763 (best 0.000) | Time(s) 0.1280
Epoch 00170 | Loss: 0.314 | train acc: 1.000 | val acc: 0.768 (best 0.000) | test acc: 0.759 (best 0.000) | Time(s) 0.1280
Epoch 00175 | Loss: 0.301 | train acc: 1.000 | val acc: 0.764 (best 0.000) | test acc: 0.759 (best 0.000) | Time(s) 0.1280
Epoch 00180 | Loss: 0.289 | train acc: 1.000 | val acc: 0.762 (best 0.000) | test acc: 0.759 (best 0.000) | Time(s) 0.1281
Epoch 00185 | Loss: 0.277 | train acc: 1.000 | val acc: 0.760 (best 0.000) | test acc: 0.758 (best 0.000) | Time(s) 0.1286
Epoch 00190 | Loss: 0.267 | train acc: 1.000 | val acc: 0.758 (best 0.000) | test acc: 0.755 (best 0.000) | Time(s) 0.1288
Epoch 00195 | Loss: 0.258 | train acc: 1.000 | val acc: 0.762 (best 0.000) | test acc: 0.753 (best 0.000) | Time(s) 0.1290
original gat time : 25.8109610080719
reTrain GAT Stage:（MLP）
Epoch 00000 | Loss: 1.946 | train acc: 0.143 | val acc: 0.184 (best 0.000) | test acc: 0.162 (best 0.000) | Time(s) 0.1247
Epoch 00005 | Loss: 1.929 | train acc: 0.929 | val acc: 0.656 (best 0.000) | test acc: 0.686 (best 0.000) | Time(s) 0.1187
Epoch 00010 | Loss: 1.908 | train acc: 0.921 | val acc: 0.652 (best 0.000) | test acc: 0.683 (best 0.000) | Time(s) 0.1170
Epoch 00015 | Loss: 1.882 | train acc: 0.921 | val acc: 0.650 (best 0.000) | test acc: 0.682 (best 0.000) | Time(s) 0.1182
Epoch 00020 | Loss: 1.851 | train acc: 0.921 | val acc: 0.648 (best 0.000) | test acc: 0.684 (best 0.000) | Time(s) 0.1185
Epoch 00025 | Loss: 1.815 | train acc: 0.921 | val acc: 0.646 (best 0.000) | test acc: 0.683 (best 0.000) | Time(s) 0.1177
Epoch 00030 | Loss: 1.772 | train acc: 0.921 | val acc: 0.650 (best 0.000) | test acc: 0.688 (best 0.000) | Time(s) 0.1174
Epoch 00035 | Loss: 1.722 | train acc: 0.921 | val acc: 0.648 (best 0.000) | test acc: 0.690 (best 0.000) | Time(s) 0.1171
Epoch 00040 | Loss: 1.667 | train acc: 0.921 | val acc: 0.650 (best 0.000) | test acc: 0.693 (best 0.000) | Time(s) 0.1168
Epoch 00045 | Loss: 1.605 | train acc: 0.921 | val acc: 0.650 (best 0.000) | test acc: 0.698 (best 0.000) | Time(s) 0.1165
Epoch 00050 | Loss: 1.539 | train acc: 0.921 | val acc: 0.658 (best 0.000) | test acc: 0.699 (best 0.000) | Time(s) 0.1163
